entry,at,order
"""brian @ S6b6tLmlfO"" folds",2025-03-28T01:53:43.673Z,174312682367300
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T01:53:39.779Z,174312681977900
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T01:53:37.711Z,174312681771111
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T01:53:37.711Z,174312681771110
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:53:37.711Z,174312681771109
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:53:37.711Z,174312681771108
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:53:37.711Z,174312681771107
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:53:37.711Z,174312681771106
"Your hand is 5♠, Q♦",2025-03-28T01:53:37.711Z,174312681771102
"Player stacks: #1 ""james @ yIasX5_n4b"" (380.48) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (186.80) | #4 ""cashin @ z9ny6iZJyv"" (315.83) | #10 ""brian @ S6b6tLmlfO"" (184.85)",2025-03-28T01:53:37.711Z,174312681771101
"-- starting hand #323 (id: xopvrqixpfin)  (No Limit Texas Hold'em) (dealer: ""brian @ S6b6tLmlfO"") --",2025-03-28T01:53:37.711Z,174312681771100
"-- ending hand #322 --",2025-03-28T01:53:34.770Z,174312681477002
"""james @ yIasX5_n4b"" collected 1.40 from pot",2025-03-28T01:53:34.770Z,174312681477001
"Uncalled bet of 0.50 returned to ""james @ yIasX5_n4b""",2025-03-28T01:53:34.770Z,174312681477000
"""brian @ S6b6tLmlfO"" folds",2025-03-28T01:53:33.921Z,174312681392100
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:53:31.877Z,174312681187700
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:53:30.989Z,174312681098900
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T01:53:29.773Z,174312680977311
"""brian @ S6b6tLmlfO"" posts a small blind of 0.50",2025-03-28T01:53:29.773Z,174312680977310
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:53:29.773Z,174312680977309
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:53:29.773Z,174312680977308
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:53:29.773Z,174312680977307
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:53:29.773Z,174312680977306
"Your hand is 6♠, 4♣",2025-03-28T01:53:29.773Z,174312680977302
"Player stacks: #1 ""james @ yIasX5_n4b"" (379.68) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (186.90) | #4 ""cashin @ z9ny6iZJyv"" (315.93) | #10 ""brian @ S6b6tLmlfO"" (185.45)",2025-03-28T01:53:29.773Z,174312680977301
"-- starting hand #322 (id: zt4mxtigb3lt)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T01:53:29.773Z,174312680977300
"-- ending hand #321 --",2025-03-28T01:53:26.769Z,174312680676903
"""brian @ S6b6tLmlfO"" shows a 7♠, 4♦.",2025-03-28T01:53:26.769Z,174312680676902
"""MineSweeperPro @ 1CyApOBBYk"" collected 7.24 from pot with K High (combination: K♣, Q♥, J♣, 9♥, 8♦)",2025-03-28T01:53:26.769Z,174312680676901
"""MineSweeperPro @ 1CyApOBBYk"" shows a 9♥, J♣.",2025-03-28T01:53:26.769Z,174312680676900
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:53:25.936Z,174312680593600
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:53:23.701Z,174312680370100
"River: K♣, 2♥, 5♥, 8♦ [Q♥]",2025-03-28T01:53:22.364Z,174312680236400
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:53:21.511Z,174312680151100
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:53:19.808Z,174312679980800
"Turn: K♣, 2♥, 5♥ [8♦]",2025-03-28T01:53:17.677Z,174312679767700
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:53:16.870Z,174312679687000
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:53:14.631Z,174312679463100
"Flop:  [K♣, 2♥, 5♥]",2025-03-28T01:53:12.547Z,174312679254700
"""brian @ S6b6tLmlfO"" calls 3.17",2025-03-28T01:53:11.744Z,174312679174400
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:53:10.028Z,174312679002800
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.17",2025-03-28T01:53:06.104Z,174312678610400
"""james @ yIasX5_n4b"" folds",2025-03-28T01:53:03.861Z,174312678386100
"""brian @ S6b6tLmlfO"" posts a big blind of 1.00",2025-03-28T01:53:02.012Z,174312678201211
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T01:53:02.012Z,174312678201210
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:53:02.012Z,174312678201209
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:53:02.012Z,174312678201208
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:53:02.012Z,174312678201207
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:53:02.012Z,174312678201206
"Your hand is 2♦, J♥",2025-03-28T01:53:02.012Z,174312678201202
"Player stacks: #1 ""james @ yIasX5_n4b"" (379.78) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (182.93) | #4 ""cashin @ z9ny6iZJyv"" (316.53) | #10 ""brian @ S6b6tLmlfO"" (188.72)",2025-03-28T01:53:02.012Z,174312678201201
"-- starting hand #321 (id: ym58k5cciig8)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T01:53:02.012Z,174312678201200
"-- ending hand #320 --",2025-03-28T01:52:58.995Z,174312677899503
"""MineSweeperPro @ 1CyApOBBYk"" shows a 3♠, A♥.",2025-03-28T01:52:58.995Z,174312677899502
"""brian @ S6b6tLmlfO"" collected 30.96 from pot with Two Pair, J's & 8's (combination: J♥, J♦, 8♣, 8♦, A♣)",2025-03-28T01:52:58.995Z,174312677899501
"""brian @ S6b6tLmlfO"" shows a 8♣, A♣.",2025-03-28T01:52:58.995Z,174312677899500
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:52:58.177Z,174312677817700
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:52:56.339Z,174312677633900
"River: J♥, 6♣, J♦, 8♦ [5♥]",2025-03-28T01:52:54.604Z,174312677460400
"""MineSweeperPro @ 1CyApOBBYk"" calls 7.74",2025-03-28T01:52:53.774Z,174312677377400
"""brian @ S6b6tLmlfO"" bets 7.74",2025-03-28T01:52:51.038Z,174312677103800
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:52:48.415Z,174312676841500
"Turn: J♥, 6♣, J♦ [8♦]",2025-03-28T01:52:46.668Z,174312676666800
"""MineSweeperPro @ 1CyApOBBYk"" calls 3.87",2025-03-28T01:52:45.861Z,174312676586100
"""brian @ S6b6tLmlfO"" bets 3.87",2025-03-28T01:52:43.448Z,174312676344800
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:52:40.547Z,174312676054700
"Flop:  [J♥, 6♣, J♦]",2025-03-28T01:52:39.793Z,174312675979300
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:52:38.968Z,174312675896800
"""MineSweeperPro @ 1CyApOBBYk"" calls 3.17",2025-03-28T01:52:38.097Z,174312675809700
"""james @ yIasX5_n4b"" folds",2025-03-28T01:52:33.723Z,174312675372300
"""brian @ S6b6tLmlfO"" raises to 3.17",2025-03-28T01:52:32.498Z,174312675249800
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T01:52:20.863Z,174312674086311
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T01:52:20.863Z,174312674086310
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:52:20.863Z,174312674086309
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:52:20.863Z,174312674086308
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:52:20.863Z,174312674086307
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:52:20.863Z,174312674086306
"Your hand is 10♥, 6♦",2025-03-28T01:52:20.863Z,174312674086302
"Player stacks: #1 ""james @ yIasX5_n4b"" (379.88) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (197.81) | #4 ""cashin @ z9ny6iZJyv"" (317.63) | #10 ""brian @ S6b6tLmlfO"" (172.64)",2025-03-28T01:52:20.863Z,174312674086301
"-- starting hand #320 (id: s4dxjdjt1e8e)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T01:52:20.863Z,174312674086300
"""MineSweeperPro @ 1CyApOBBYk"" shows a 10♦, 3♣.",2025-03-28T01:52:17.760Z,174312673776000
"-- ending hand #319 --",2025-03-28T01:52:17.198Z,174312673719802
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.40 from pot",2025-03-28T01:52:17.198Z,174312673719801
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T01:52:17.198Z,174312673719800
"""james @ yIasX5_n4b"" folds",2025-03-28T01:52:16.350Z,174312673635000
"""brian @ S6b6tLmlfO"" folds",2025-03-28T01:52:14.006Z,174312673400600
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:52:12.944Z,174312673294400
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T01:52:11.525Z,174312673152511
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T01:52:11.525Z,174312673152510
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:52:11.525Z,174312673152509
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:52:11.525Z,174312673152508
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:52:11.525Z,174312673152507
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:52:11.525Z,174312673152506
"Your hand is 3♦, 10♠",2025-03-28T01:52:11.525Z,174312673152502
"Player stacks: #1 ""james @ yIasX5_n4b"" (380.48) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (197.01) | #4 ""cashin @ z9ny6iZJyv"" (317.73) | #10 ""brian @ S6b6tLmlfO"" (172.74)",2025-03-28T01:52:11.525Z,174312673152501
"-- starting hand #319 (id: dpdhdyocfm8r)  (No Limit Texas Hold'em) (dealer: ""brian @ S6b6tLmlfO"") --",2025-03-28T01:52:11.525Z,174312673152500
"-- ending hand #318 --",2025-03-28T01:52:08.619Z,174312672861902
"""cashin @ z9ny6iZJyv"" collected 8.24 from pot",2025-03-28T01:52:08.619Z,174312672861901
"Uncalled bet of 7.17 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T01:52:08.619Z,174312672861900
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:52:07.797Z,174312672779700
"""james @ yIasX5_n4b"" folds",2025-03-28T01:52:06.840Z,174312672684000
"""brian @ S6b6tLmlfO"" folds",2025-03-28T01:52:05.862Z,174312672586200
"""cashin @ z9ny6iZJyv"" raises to 10.34",2025-03-28T01:52:04.012Z,174312672401200
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.17",2025-03-28T01:52:00.487Z,174312672048700
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T01:51:58.147Z,174312671814711
"""brian @ S6b6tLmlfO"" posts a small blind of 0.50",2025-03-28T01:51:58.147Z,174312671814710
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:51:58.147Z,174312671814709
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:51:58.147Z,174312671814708
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:51:58.147Z,174312671814707
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:51:58.147Z,174312671814706
"Your hand is 8♣, 5♥",2025-03-28T01:51:58.147Z,174312671814702
"Player stacks: #1 ""james @ yIasX5_n4b"" (381.58) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (200.28) | #4 ""cashin @ z9ny6iZJyv"" (312.76) | #10 ""brian @ S6b6tLmlfO"" (173.34)",2025-03-28T01:51:58.147Z,174312671814701
"-- starting hand #318 (id: tupp5xibk4af)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T01:51:58.147Z,174312671814700
"-- ending hand #317 --",2025-03-28T01:51:55.140Z,174312671514003
"""brian @ S6b6tLmlfO"" shows a 8♣, Q♣.",2025-03-28T01:51:55.140Z,174312671514002
"""james @ yIasX5_n4b"" collected 21.72 from pot with Two Pair, J's & 7's (combination: J♣, J♦, 7♠, 7♥, A♠)",2025-03-28T01:51:55.140Z,174312671514001
"""james @ yIasX5_n4b"" shows a 7♠, A♠.",2025-03-28T01:51:55.140Z,174312671514000
"""james @ yIasX5_n4b"" checks",2025-03-28T01:51:54.306Z,174312671430600
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:51:53.082Z,174312671308200
"River: K♠, 7♥, J♣, J♦ [5♦]",2025-03-28T01:51:51.965Z,174312671196500
"""james @ yIasX5_n4b"" checks",2025-03-28T01:51:51.142Z,174312671114200
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:51:49.774Z,174312670977400
"Turn: K♠, 7♥, J♣ [J♦]",2025-03-28T01:51:48.626Z,174312670862600
"""james @ yIasX5_n4b"" checks",2025-03-28T01:51:47.819Z,174312670781900
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:51:46.397Z,174312670639700
"Flop:  [K♠, 7♥, J♣]",2025-03-28T01:51:43.176Z,174312670317600
"""james @ yIasX5_n4b"" calls 10.41",2025-03-28T01:51:42.363Z,174312670236300
"""brian @ S6b6tLmlfO"" raises to 10.41",2025-03-28T01:51:40.361Z,174312670036100
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:51:35.766Z,174312669576600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:51:34.926Z,174312669492600
"""james @ yIasX5_n4b"" raises to 3.17",2025-03-28T01:51:28.581Z,174312668858100
"""brian @ S6b6tLmlfO"" posts a big blind of 1.00",2025-03-28T01:51:20.497Z,174312668049711
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T01:51:20.497Z,174312668049710
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:51:20.497Z,174312668049709
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:51:20.497Z,174312668049708
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:51:20.497Z,174312668049707
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:51:20.497Z,174312668049706
"Your hand is 7♠, A♠",2025-03-28T01:51:20.497Z,174312668049702
"Player stacks: #1 ""james @ yIasX5_n4b"" (370.37) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (200.38) | #4 ""cashin @ z9ny6iZJyv"" (313.36) | #10 ""brian @ S6b6tLmlfO"" (183.85)",2025-03-28T01:51:20.497Z,174312668049701
"-- starting hand #317 (id: tmqwgrw1yrqn)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T01:51:20.497Z,174312668049700
"-- ending hand #316 --",2025-03-28T01:51:17.492Z,174312667749203
"""brian @ S6b6tLmlfO"" shows a 9♣, 2♣.",2025-03-28T01:51:17.492Z,174312667749202
"""james @ yIasX5_n4b"" collected 34.00 from pot with K High (combination: K♠, Q♥, 9♠, 8♠, 6♥)",2025-03-28T01:51:17.492Z,174312667749201
"""james @ yIasX5_n4b"" shows a 8♠, 9♠.",2025-03-28T01:51:17.492Z,174312667749200
"""james @ yIasX5_n4b"" checks",2025-03-28T01:51:16.620Z,174312667662000
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:51:11.342Z,174312667134200
"River: K♠, 5♦, 6♥, 3♠ [Q♥]",2025-03-28T01:51:06.787Z,174312666678700
"""james @ yIasX5_n4b"" calls 10.20",2025-03-28T01:51:05.936Z,174312666593600
"""brian @ S6b6tLmlfO"" bets 10.20",2025-03-28T01:51:04.046Z,174312666404600
"Turn: K♠, 5♦, 6♥ [3♠]",2025-03-28T01:51:00.436Z,174312666043600
"""james @ yIasX5_n4b"" calls 3.40",2025-03-28T01:50:59.503Z,174312665950300
"""brian @ S6b6tLmlfO"" bets 3.40",2025-03-28T01:50:57.901Z,174312665790100
"Flop:  [K♠, 5♦, 6♥]",2025-03-28T01:50:54.689Z,174312665468900
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:50:53.866Z,174312665386600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:50:52.993Z,174312665299300
"""james @ yIasX5_n4b"" calls 2.45",2025-03-28T01:50:47.613Z,174312664761300
"""brian @ S6b6tLmlfO"" raises to 2.45",2025-03-28T01:50:45.024Z,174312664502400
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T01:50:41.749Z,174312664174912
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T01:50:41.749Z,174312664174911
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:50:41.749Z,174312664174910
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:50:41.749Z,174312664174909
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:50:41.749Z,174312664174908
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:50:41.749Z,174312664174907
"Your hand is 8♠, 9♠",2025-03-28T01:50:41.749Z,174312664174903
"Player stacks: #1 ""james @ yIasX5_n4b"" (352.52) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (200.98) | #4 ""cashin @ z9ny6iZJyv"" (314.46) | #10 ""brian @ S6b6tLmlfO"" (200.00)",2025-03-28T01:50:41.749Z,174312664174902
"-- starting hand #316 (id: u70rhoxhqidt)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T01:50:41.749Z,174312664174901
"The player ""brian @ S6b6tLmlfO"" joined the game with a stack of 200.00.",2025-03-28T01:50:41.749Z,174312664174900
"""MineSweeperPro @ 1CyApOBBYk"" shows a Q♣, A♣.",2025-03-28T01:50:38.635Z,174312663863500
"-- ending hand #315 --",2025-03-28T01:50:38.138Z,174312663813802
"""MineSweeperPro @ 1CyApOBBYk"" collected 16.40 from pot",2025-03-28T01:50:38.138Z,174312663813801
"Uncalled bet of 6.20 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T01:50:38.138Z,174312663813800
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:50:37.243Z,174312663724300
"""MineSweeperPro @ 1CyApOBBYk"" bets 6.20",2025-03-28T01:50:36.307Z,174312663630700
"Flop:  [6♣, 10♦, J♠]",2025-03-28T01:50:30.521Z,174312663052100
"""cashin @ z9ny6iZJyv"" calls 7.80",2025-03-28T01:50:29.635Z,174312662963500
"""MineSweeperPro @ 1CyApOBBYk"" raises to 7.80",2025-03-28T01:50:25.623Z,174312662562300
"""james @ yIasX5_n4b"" folds",2025-03-28T01:50:20.114Z,174312662011400
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T01:50:10.796Z,174312661079600
"The admin approved the player ""brian @ S6b6tLmlfO"" participation with a stack of 200.00.",2025-03-28T01:50:09.761Z,174312660976100
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T01:50:08.559Z,174312660855909
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T01:50:08.559Z,174312660855908
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:50:08.559Z,174312660855907
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:50:08.559Z,174312660855906
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:50:08.559Z,174312660855905
"Your hand is 8♦, 7♠",2025-03-28T01:50:08.559Z,174312660855902
"Player stacks: #1 ""james @ yIasX5_n4b"" (353.12) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (192.48) | #4 ""cashin @ z9ny6iZJyv"" (322.36)",2025-03-28T01:50:08.559Z,174312660855901
"-- starting hand #315 (id: vtzebpm56azg)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T01:50:08.559Z,174312660855900
"-- ending hand #314 --",2025-03-28T01:50:05.650Z,174312660565002
"""cashin @ z9ny6iZJyv"" collected 2.30 from pot",2025-03-28T01:50:05.650Z,174312660565001
"Uncalled bet of 2.00 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T01:50:05.650Z,174312660565000
"The player ""brian @ S6b6tLmlfO"" requested a seat.",2025-03-28T01:50:05.203Z,174312660520300
"""james @ yIasX5_n4b"" folds",2025-03-28T01:50:04.834Z,174312660483400
"""cashin @ z9ny6iZJyv"" raises to 3.00",2025-03-28T01:49:58.264Z,174312659826400
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:49:53.059Z,174312659305900
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T01:49:47.882Z,174312658788210
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T01:49:47.882Z,174312658788209
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:49:47.882Z,174312658788208
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:49:47.882Z,174312658788207
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:49:47.882Z,174312658788206
"Your hand is 9♣, J♥",2025-03-28T01:49:47.882Z,174312658788203
"Player stacks: #1 ""james @ yIasX5_n4b"" (354.22) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (192.58) | #4 ""cashin @ z9ny6iZJyv"" (321.16)",2025-03-28T01:49:47.882Z,174312658788202
"-- starting hand #314 (id: 23uj9uwbvzwu)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T01:49:47.882Z,174312658788201
"The player ""brian @ S6b6tLmlfO"" quits the game with a stack of 0.00.",2025-03-28T01:49:47.882Z,174312658788200
"-- ending hand #313 --",2025-03-28T01:49:44.876Z,174312658487601
"""james @ yIasX5_n4b"" collected 179.58 from pot with Straight, J High (combination: J♣, 10♥, 9♣, 8♥, 7♠)",2025-03-28T01:49:44.876Z,174312658487600
"River: 8♥, 4♦, 7♠, J♣ [6♣]",2025-03-28T01:49:40.869Z,174312658086900
"""brian @ S6b6tLmlfO"" shows a 9♥, 5♥.",2025-03-28T01:49:36.853Z,174312657685301
"""james @ yIasX5_n4b"" shows a 10♥, 9♣.",2025-03-28T01:49:36.853Z,174312657685300
"""brian @ S6b6tLmlfO"" calls 68.07 and go all in",2025-03-28T01:49:36.016Z,174312657601600
"""james @ yIasX5_n4b"" bets 68.07",2025-03-28T01:49:33.913Z,174312657391300
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:49:30.755Z,174312657075500
"Turn: 8♥, 4♦, 7♠ [J♣]",2025-03-28T01:49:29.459Z,174312656945900
"""brian @ S6b6tLmlfO"" calls 9.36",2025-03-28T01:49:28.649Z,174312656864900
"""james @ yIasX5_n4b"" bets 9.36",2025-03-28T01:49:27.401Z,174312656740100
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:49:22.545Z,174312656254500
"Flop:  [8♥, 4♦, 7♠]",2025-03-28T01:49:22.219Z,174312656221900
"""brian @ S6b6tLmlfO"" calls 11.41",2025-03-28T01:49:21.412Z,174312656141200
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T01:49:17.798Z,174312655779800
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:49:16.894Z,174312655689400
"""james @ yIasX5_n4b"" raises to 11.41",2025-03-28T01:49:15.911Z,174312655591100
"""brian @ S6b6tLmlfO"" raises to 3.17",2025-03-28T01:49:08.919Z,174312654891900
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T01:48:54.010Z,174312653401011
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T01:48:54.010Z,174312653401010
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:48:54.010Z,174312653401009
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T01:48:54.010Z,174312653401008
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:48:54.010Z,174312653401007
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:48:54.010Z,174312653401006
"Your hand is 10♥, 9♣",2025-03-28T01:48:54.010Z,174312653401002
"Player stacks: #1 ""james @ yIasX5_n4b"" (263.58) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (193.18) | #4 ""cashin @ z9ny6iZJyv"" (322.26) | #10 ""brian @ S6b6tLmlfO"" (88.94)",2025-03-28T01:48:54.010Z,174312653401001
"-- starting hand #313 (id: ntoabyhdv3gs)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T01:48:54.010Z,174312653401000
"-- ending hand #312 --",2025-03-28T01:48:51.004Z,174312653100403
"""brian @ S6b6tLmlfO"" shows a J♥, 3♥.",2025-03-28T01:48:51.004Z,174312653100402
